State,dw_code,party_x,party_y,Metro Area,County (may overlap with multiple counties),benchmark_60.60_85k_eptc,benchmark_40_32k_eptc,benchmark_60.60_85k_no_eptc,benchmark_40_32k_no_eptc,last_name,first_name,birthday,gender,fullname,BACH_PLUS_pct,FOREIGN_BORN_pct,stdis_y,Congressional District,Total population,Median Household Income,Male,Female,Sex ratio (males per 100 females),Under 5 years,5 to 9 years,10 to 14 years,15 to 19 years,20 to 24 years,25 to 34 years,35 to 44 years,45 to 54 years,55 to 59 years,60 to 64 years,65 to 74 years,75 to 84 years,85 years and over,Median age (years),One race,Two or More Races,One race - White,One race - Black or African American,One race - American Indian and Alaska Native,One race - Asian,One race - Native Hawaiian and Other Pacific Islander,Hispanic or Latino (of any race),Not Hispanic or Latino,Not Hispanic or Latino - White alone,Not Hispanic or Latino - Black or African American alone,Not Hispanic or Latino - American Indian and Alaska Native alone,Not Hispanic or Latino - Asian alone,Not Hispanic or Latino - Native Hawaiian and Other Pacific Islander alone,Not Hispanic or Latino - Some Other Race alone,Not Hispanic or Latino - Two or More Races,Total housing units,Harris,Trump2024,Total2024,Harris5,Trump%,Margin,Biden,Trump2020,Total2020,Biden%,Trump2020%,Margin2020,PctBachelors+,STATEFP,district,GEOID
California,CA27,D,Democrat,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,602.08,58.13,1974.31,180.26,Whitesides,George,3/3/74,M,George Whitesides,0.2932,0.2239,CA27,California 27,744880,99788,371617,373263,99.6,45750,51330,60817,53374,43934,97287,100892,98230,49377,46892,60573,26880,9544,36.8,606062,138818,326500,77910,9400,66851,1966,324695,420185,243523,75474,1629,65479,1724,5283,27073,244166,157170,145061,311417,50.47%,46.58%,3.89%,"188,108","145,890","341,467",55.09%,42.72%,12.36%,29.6,6,27,627
California,CA28,D,Democrat,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,602.08,58.13,1975.86,180.26,Chu,Judy,7/7/53,F,Judy Chu,0.4689,0.3722,CA28,California 28,745250,106826,364752,380498,95.9,34010,36805,43909,42155,37609,98370,99602,103915,53009,51389,79680,42604,22193,42.9,657406,87844,240615,29223,5854,283878,1514,199174,546076,200961,27938,1531,281795,1492,3166,29193,285442,204263,115237,330517,61.80%,34.87%,26.94%,"242,549","117,111","366,847",66.12%,31.92%,34.19%,48.7,6,28,628
California,CA29,D,Democrat,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,602.08,58.13,1974.31,180.26,Rivas,Luz,2/6/74,F,Luz Rivas,0.2395,0.4241,CA29,California 29,737543,73842,367867,369676,99.5,39346,42036,48081,47323,50912,128044,105025,99463,44817,41252,56515,24262,10467,36.1,578469,159074,241160,29693,8328,58315,1243,479258,258285,151315,27812,1141,57238,898,3513,16368,246872,154257,72714,234315,65.83%,31.03%,34.80%,"204,924","63,885","274,903",74.54%,23.24%,51.30%,24.8,6,29,629
California,CA30,D,Democrat,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,602.08,58.13,1974.31,180.26,Friedman,Laura,12/3/66,F,Laura Friedman,0.4944,0.381,CA30,California 30,744924,89166,371188,373736,99.3,31448,28882,31019,30879,38126,151464,119762,98853,48491,43628,70260,35484,16628,39.6,659925,84999,445644,29082,4829,95354,888,175009,569915,406295,27950,1091,94152,803,5910,33714,366909,233138,94036,338818,68.81%,27.75%,41.06%,"273,895","98,576","379,374",72.20%,25.98%,46.21%,50.3,6,30,630
California,CA31,D,Democrat,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,602.08,58.13,1974.31,180.26,Cisneros,Gilbert,2/12/71,M,Gilbert Cisneros,0.2431,0.3562,CA31,California 31,741057,90026,368430,372627,98.9,39066,40265,48862,46925,50365,106056,98512,99045,50327,45829,67279,34170,14356,38.9,593940,147117,203351,19653,13428,147290,1473,450792,290265,104820,18722,2114,145406,1289,3717,14197,226121,151581,106588,266185,56.95%,40.04%,16.90%,"198,028","102,679","307,073",64.49%,33.44%,31.05%,24.3,6,31,631
California,CA32,D,Democrat,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,602.08,58.13,1976.38,180.26,Sherman,Brad,10/24/54,M,Brad Sherman,0.5097,0.3204,CA32,California 32,763455,112041,377224,386231,97.7,40000,38329,41570,41713,43064,113411,107822,105538,51058,47910,75909,38104,19027,40.8,671451,92004,430250,33504,4545,96800,736,194795,568660,395848,32020,1368,95053,558,5581,38232,315654,224304,114803,349320,64.21%,32.86%,31.35%,"271,209","112,044","390,332",69.48%,28.70%,40.78%,51.9,6,32,632
California,CA33,D,Democrat,"Riverside-San Bernardino-Ontario, CA",San Bernardino County,602.09,58.13,1996.56,180.27,Aguilar,Pete,6/19/79,M,Pete Aguilar,0.2048,0.2353,CA33,California 33,759341,83261,379906,379435,100.1,49105,55136,60667,60053,54683,119076,106170,94867,42544,36395,52313,20642,7690,33.3,626839,132502,242725,73602,9085,52643,2647,476880,282461,131252,70292,1433,51323,2333,4791,21037,226669,129054,107755,243888,52.92%,44.18%,8.73%,"168,266","99,017","273,478",61.53%,36.21%,25.32%,21.6,6,33,633
California,CA34,D,Democrat,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,602.08,58.13,1974.31,180.26,Gomez,Jimmy,11/25/74,M,Jimmy Gomez,0.2759,0.4463,CA34,California 34,753344,61498,385224,368120,104.6,36744,40479,43760,42956,54778,143836,113318,96933,43086,39533,56399,27724,13798,36.1,643144,110200,163367,32786,16080,130133,874,489645,263699,83225,30816,1579,128644,636,2584,16215,290000,156740,48092,214539,73.06%,22.42%,50.64%,"205,043","42,309","253,290",80.95%,16.70%,64.25%,28.4,6,34,634
California,CA35,D,Democrat,"Riverside-San Bernardino-Ontario, CA",San Bernardino County,602.09,58.13,1990.76,180.27,Torres,Norma,4/4/65,F,Norma Torres,0.2184,0.296,CA35,California 35,762560,87859,380064,382496,99.4,49123,50576,55957,54356,56424,124867,107754,98299,43040,39962,52449,21625,8128,34.1,614081,148479,208704,49281,12495,90005,1832,494078,268482,110979,46774,1690,87108,1441,3147,17343,228273,131010,105937,244123,53.67%,43.39%,10.27%,"173,588","97,138","276,741",62.73%,35.10%,27.63%,22.3,6,35,635
California,CA36,D,Democrat,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,602.08,58.13,1974.31,180.26,Lieu,Ted,3/29/69,M,Ted Lieu,0.6537,0.2591,CA36,California 36,737417,127501,358923,378494,94.8,34842,35998,37237,43454,45134,115334,105723,96811,48008,46293,70854,38262,19467,40.2,642884,94533,431421,28329,3164,138466,947,119846,617571,398086,27431,1184,136623,932,5168,48147,354128,261912,111106,385620,67.92%,28.81%,39.11%,"299,046","113,323","421,108",71.01%,26.91%,44.10%,65.8,6,36,636
California,CA37,D,Democrat,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,602.08,58.13,1974.31,180.26,Kamlager-Dove,Sydney,7/20/72,F,Sydney Kamlager-Dove,0.2756,0.3519,CA37,California 37,747049,68967,369560,377489,97.9,41015,43451,48890,51321,60129,130336,106773,91549,43161,40284,54209,24235,11696,34.9,622137,124912,163448,168469,9940,48383,1029,409575,337474,94880,163670,774,47543,843,5512,24252,277512,184950,42949,235124,78.66%,18.27%,60.39%,"239,814","34,760","279,846",85.69%,12.42%,73.27%,28.7,6,37,637
California,CA38,D,Democrat,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,602.08,58.13,2001.2,180.26,Sánchez,Linda,1/28/69,F,Linda Sánchez,0.293,0.3288,CA38,California 38,744868,97406,367079,377789,97.2,38323,42659,46932,46955,46381,104024,96301,99404,50404,48308,72172,35190,17815,39.9,625096,119772,196672,16030,12979,162877,1843,445340,299528,103839,14703,1642,160545,1465,4713,12621,234385,166559,119143,294877,56.48%,40.40%,16.08%,"217,122","114,836","338,870",64.07%,33.89%,30.18%,30.5,6,38,638
California,CA39,D,Democrat,"Riverside-San Bernardino-Ontario, CA",Riverside County,602.09,58.13,1996.56,180.27,Takano,Mark,12/10/60,M,Mark Takano,0.1865,0.263,CA39,California 39,759641,88178,379147,380494,99.6,46790,52082,58877,62452,63684,120928,103649,90932,42297,37026,50485,22263,8176,32.7,644969,114672,230742,69382,9013,48347,3336,472889,286752,147341,66311,1165,46831,2903,3139,19062,215435,125934,103033,236224,53.31%,43.62%,9.69%,"165,291","95,616","266,730",61.97%,35.85%,26.12%,19.1,6,39,639
California,CA40,R,Republican,"Los Angeles-Long Beach-Anaheim, CA",Orange County,602.08,58.13,2280.8,180.26,Kim,Young,10/18/62,F,Young Kim,0.5038,0.2552,CA40,California 40,754183,132031,372420,381763,97.6,41513,43921,45916,45419,39882,87649,98763,107451,55430,53244,77654,39565,17776,42.4,647687,106496,413781,13226,3747,150258,1567,187217,566966,363542,12632,798,148565,1085,3373,36971,276909,184651,193734,391393,47.18%,49.50%,-2.32%,"212,169","204,203","424,992",49.92%,48.05%,1.87%,50.5,6,40,640
California,CA41,R,Republican,"Riverside-San Bernardino-Ontario, CA",Riverside County,602.09,58.13,1996.56,180.27,Calvert,Ken,6/8/53,M,Ken Calvert,0.2977,0.2003,CA41,California 41,781445,100117,396695,384750,103.1,42459,47557,54259,48656,44780,98145,98841,98073,53355,49339,82796,47230,15955,40.5,649908,131537,400412,40997,8302,62244,2596,309092,472353,331532,38773,2084,61119,2328,4374,32143,318217,165922,187430,362808,45.73%,51.66%,-5.93%,"178,995","182,973","368,474",48.58%,49.66%,-1.08%,31.2,6,41,641
California,CA42,D,Democrat,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,602.08,58.13,1974.31,180.26,Garcia,Robert,12/2/77,M,Robert Garcia,0.2492,0.3245,CA42,California 42,744568,78006,371381,373187,99.5,41135,43649,49768,52391,52137,124158,103713,96743,45874,42268,57566,24891,10275,35.7,578409,166159,264996,45240,11357,56138,2580,487514,257054,136410,42831,1344,54430,2299,2449,17291,258126,159940,79492,248059,64.48%,32.05%,32.43%,"207,750","74,998","289,669",71.72%,25.89%,45.83%,26.5,6,42,642
California,CA43,D,Democrat,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,602.08,58.13,1974.31,180.26,Waters,Maxine,8/15/38,F,Maxine Waters,0.2108,0.3348,CA43,California 43,734451,72638,357570,376881,94.9,46652,49059,54486,49172,50148,116607,100598,94457,44041,42294,52500,24194,10243,35.1,582536,151915,133603,169891,11313,64286,1901,427967,306484,50056,166262,1289,62605,1759,5120,19393,242038,162845,53435,223449,72.88%,23.91%,48.96%,"218,764","46,043","270,782",80.79%,17.00%,63.79%,22.2,6,43,643
California,CA44,D,Democrat,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,602.08,58.13,1974.31,180.26,Barragán,Nanette,9/15/76,F,Nanette Barragán,0.225,0.3354,CA44,California 44,748280,82316,368592,379688,97.1,41135,47074,52876,50526,49843,112790,101743,98869,47701,44899,62241,27316,11267,36.8,606319,141961,221911,79096,10863,87428,3892,461241,287039,94611,77260,787,85628,3675,3350,21728,236306,164053,79136,251106,65.33%,31.51%,33.82%,"213,507","72,413","292,791",72.92%,24.73%,48.19%,24.8,6,44,644
California,CA45,D,Democrat,"Los Angeles-Long Beach-Anaheim, CA",Orange County,602.08,58.13,2264.65,180.26,Tran,Derek,12/22/80,M,Derek Tran,0.3708,0.3728,CA45,California 45,750565,105268,370777,379788,97.6,38170,42606,51832,48212,45682,100355,91821,103707,52994,49853,70241,37720,17372,40.3,651569,98996,256990,16860,5748,281555,2774,230608,519957,193285,15583,819,278851,2607,3293,25519,244283,159879,154900,324363,49.29%,47.76%,1.54%,"186,196","164,111","357,137",52.14%,45.95%,6.18%,39.0,6,45,645
California,CA46,D,Democrat,"Los Angeles-Long Beach-Anaheim, CA",Orange County,602.08,58.13,2300.79,180.26,Correa,J.,1/24/58,M,J. Correa,0.2228,0.3885,CA46,California 46,756572,85443,379229,377343,100.5,43442,46204,52303,54855,58389,126296,106691,95657,45292,39892,52464,23160,11927,34.7,612683,143889,229879,13610,10181,119044,2704,495662,260910,110897,12327,999,117858,2436,1836,14557,223923,125174,86462,218362,57.32%,39.60%,17.73%,"162,579","85,483","253,538",64.12%,33.72%,30.41%,22.2,6,46,646
California,CA47,D,Democrat,"Los Angeles-Long Beach-Anaheim, CA",Orange County,602.08,58.13,2300.79,180.26,Min,Dave,3/5/76,M,Dave Min,0.5813,0.2803,CA47,California 47,753479,124844,372787,380692,97.9,39692,36910,41972,49054,50035,118272,101272,98917,49832,44534,70126,36774,16089,38.8,659381,94098,411649,11526,3637,182497,3324,128431,625048,381121,10950,1038,181303,3021,4494,43121,322149,182428,167325,362462,50.33%,46.16%,4.17%,"212,948","169,641","390,918",54.47%,43.40%,11.08%,59.8,6,47,647
California,CA48,R,Republican,"Riverside-San Bernardino-Ontario, CA",Riverside County,602.08,58.13,2087.91,180.27,Issa,Darrell,11/1/53,M,Darrell Issa,0.3283,0.1784,CA48,California 48,759864,109005,380303,379561,100.2,47657,49850,51921,49421,41222,96633,102529,91520,48504,53789,76065,36825,13928,39.3,635030,124834,473535,23676,8691,51185,2695,228798,531066,410849,21900,4303,49358,2481,5074,37101,267370,152884,209800,371854,41.11%,56.42%,-15.31%,"167,285","215,540","391,616",42.72%,55.04%,-12.32%,34.2,6,48,648
California,CA49,D,Democrat,"Los Angeles-Long Beach-Anaheim, CA",Orange County,602.08,58.13,2193.88,180.27,Levin,Mike,10/28/78,M,Mike Levin,0.4708,0.1873,CA49,California 49,754908,117820,383657,371251,103.3,42506,43511,50078,48852,54510,99766,95729,96408,50486,47724,74157,37526,13655,39,620915,133993,483892,19046,6322,52877,2506,209827,545081,426870,17697,1403,51337,2235,3827,41712,292847,202287,172361,385546,52.47%,44.71%,7.76%,"221,230","174,975","405,298",54.58%,43.17%,11.41%,49.1,6,49,649
California,CA50,D,Democrat,"San Diego-Chula Vista-Carlsbad, CA",San Diego County,602.08,58.13,2130.89,180.27,Peters,Scott,6/17/58,M,Scott Peters,0.5863,0.2283,CA50,California 50,746295,116242,379790,366505,103.6,37247,35307,39349,43114,51179,136616,111301,94925,42683,40252,64794,35374,14154,37.5,639798,106497,454837,20612,5143,105372,1965,166031,580264,405783,19580,1526,103912,1652,4239,43572,333023,234873,124867,372180,63.11%,33.55%,29.56%,"262,795","129,606","401,947",65.38%,32.24%,33.14%,59.7,6,50,650
California,CA51,D,Democrat,"San Diego-Chula Vista-Carlsbad, CA",San Diego County,602.08,58.13,2130.89,180.27,Jacobs,Sara,2/1/89,F,Sara Jacobs,0.4429,0.2433,CA51,California 51,761282,100890,380860,380422,100.1,46226,43702,41926,47893,53547,131253,110035,89175,44466,44724,65234,29432,13669,36.3,648339,112943,406612,46354,4942,123620,3374,193016,568266,351051,44014,1137,120965,2991,4554,43554,290713,204059,124434,338858,60.22%,36.72%,23.50%,"231,182","130,132","370,060",62.47%,35.17%,27.31%,45.7,6,51,651
California,CA52,D,Democrat,"San Diego-Chula Vista-Carlsbad, CA",San Diego County,602.08,58.13,2130.89,180.27,Vargas,Juan,3/7/61,M,Juan Vargas,0.234,0.3313,CA52,California 52,757408,84002,379918,377490,100.6,42980,48560,54375,51625,54687,119270,108693,94008,44274,39323,59709,28137,11767,35.6,566625,190783,239067,60227,8402,111881,4459,450549,306859,108075,57185,1023,108024,3933,3456,25163,242113,159494,102478,269073,59.28%,38.09%,21.19%,"205,523","93,111","304,934",67.40%,30.53%,36.86%,26.1,6,52,652
Colorado,CO01,D,Democrat,"Denver-Aurora-Centennial, CO",Denver County,602.08,58.13,2349.41,180.27,DeGette,Diana,7/29/57,F,Diana DeGette,0.5425,0.1533,CO01,Colorado 01,719744,91539,363019,356725,101.8,39222,33517,38248,34526,43554,168864,120975,84107,35136,33425,54247,23916,10007,35.1,608089,111655,452420,63542,6471,25854,1048,200821,518923,392846,61293,2015,25218,949,3407,33195,355860,280661,75479,365908,76.70%,20.63%,56.07%,"315,904","72,379","397,310",79.51%,18.22%,61.29%,57.1,8,1,801
Colorado,CO02,D,Democrat,"Fort Collins-Loveland, CO",Larimer County,602.08,58.13,2434.21,180.27,Neguse,Joe,5/13/84,M,Joe Neguse,0.5784,0.1001,CO02,Colorado 02,721105,98770,365983,355122,103.1,29480,35610,39370,57052,69337,104021,96057,87521,44882,43809,73160,29947,10859,37.5,640265,80840,586724,6593,3271,24583,767,101963,619142,551917,5882,1736,24084,738,2615,32170,363743,295692,123973,431634,68.51%,28.72%,39.78%,"306,400","128,491","446,260",68.66%,28.79%,39.87%,59.6,8,2,802
Colorado,CO03,R,Republican,"Durango, CO",La Plata County,602.08,58.13,2974.68,180.27,Hurd,Jeff,8/15/79,M,Jeff Hurd,0.3159,0.0627,CO03,Colorado 03,726135,69034,366260,359875,101.8,36993,41072,45416,46181,41330,88417,94247,83843,45147,53819,93252,40756,15662,41.6,640590,85545,574520,7058,15257,5899,472,188059,538076,489676,6171,8676,5569,387,3908,23689,351661,178501,218065,406672,43.89%,53.62%,-9.73%,"184,181","218,187","412,128",44.69%,52.94%,-8.25%,34.1,8,3,803
Colorado,CO04,R,Republican,"Denver-Aurora-Centennial, CO",Douglas County,602.08,58.13,2441.57,180.27,Boebert,Lauren,12/15/86,F,Lauren Boebert,0.4619,0.0808,CO04,Colorado 04,741771,111866,377081,364690,103.4,41578,47049,54222,51158,39871,90382,108020,103267,48605,46543,68452,31094,11530,39.4,668169,73602,599270,12894,4441,25630,793,107758,634013,561666,12354,1902,25399,781,3329,28582,291285,182901,267114,461367,39.64%,57.90%,-18.25%,"174,553","256,585","442,183",39.48%,58.03%,-18.55%,48.5,8,4,804
Colorado,CO05,R,Republican,"Colorado Springs, CO",El Paso County,602.08,58.13,2438.92,180.26,Crank,Jeff,1/28/67,M,Jeff Crank,0.4029,0.0947,CO05,Colorado 05,726912,87559,369787,357125,103.5,45369,47527,48343,48477,56903,117769,99304,81136,43120,39931,61193,27646,10194,34.9,632262,94650,526609,43651,7140,20804,1981,134049,592863,481249,40588,1728,20214,1794,3715,43575,292831,165522,199615,375301,44.10%,53.19%,-9.08%,"160,880","198,614","373,408",43.08%,53.19%,-10.11%,42.7,8,5,805
Colorado,CO06,D,Democrat,"Denver-Aurora-Centennial, CO",Arapahoe County,602.08,58.13,2349.41,180.27,Crow,Jason,3/15/79,M,Jason Crow,0.4389,0.1738,CO06,Colorado 06,723968,96286,362571,361397,100.3,42668,45353,48486,45627,42459,111787,107989,91101,42594,42640,64619,27934,10711,37.3,629978,93990,449126,74454,6830,40383,1980,161985,561983,409125,71888,1866,39962,1776,3565,33801,292810,210533,139305,360149,58.46%,38.68%,19.78%,"232,517","141,195","383,771",60.59%,36.79%,23.80%,45.8,8,6,806
Colorado,CO07,D,Democrat,"Denver-Aurora-Centennial, CO",Broomfield County,602.08,58.13,2415.59,180.27,Pettersen,Brittany,12/6/81,F,Brittany Pettersen,0.4668,0.0738,CO07,Colorado 07,721623,100667,368267,353356,104.2,32366,35625,38663,39880,38363,109150,103810,92562,48784,51388,81896,35087,14049,41.2,648669,72954,592159,9314,5393,21876,561,111034,610589,547947,8623,2550,21468,420,2360,27221,328587,249924,183164,445524,56.10%,41.11%,14.98%,"256,166","190,987","459,940",55.70%,41.52%,14.17%,49.0,8,7,807
Colorado,CO08,R,Republican,"Greeley, CO",Weld County,602.08,58.13,2378.7,180.27,Evans,Gabe,7/28/86,M,Gabe Evans,0.2796,0.1375,CO08,Colorado 08,729516,91509,369600,359916,102.7,47794,48085,55517,51689,48260,116999,108210,87533,39822,39261,54327,24215,7804,34.7,604217,125299,487956,15479,9773,22505,1045,285409,444107,380484,13778,1899,21422,837,3218,22469,268347,164425,170726,344318,47.75%,49.58%,-1.83%,"173,751","158,170","341,951",50.81%,46.26%,4.56%,29.8,8,8,808
Connecticut,CT01,D,Democrat,,Naugatuck Valley Planning Region,602.08,58.13,3319.74,180.27,Larson,John,7/22/48,M,John Larson,0.3844,0.1648,CT01,Connecticut 01,717481,86832,349565,367916,95,36651,38065,42099,44913,45634,99028,94122,91942,49828,47339,72434,36290,19136,40.4,648651,68830,445397,111137,1483,41619,383,130361,587120,411637,103884,410,41234,318,4460,25177,318413,208405,129726,343851,60.61%,37.73%,22.88%,"227,830","126,759","359,895",63.30%,35.22%,28.08%,39.0,9,1,901
Connecticut,CT02,D,Democrat,,Capitol Planning Region,602.08,58.14,3512.32,180.27,Courtney,Joe,4/6/53,M,Joe Courtney,0.3845,0.0808,CT02,Connecticut 02,716835,95502,359311,357524,100.5,32595,35035,41398,47573,49951,85194,84811,88349,56709,55209,83373,40463,16175,42.6,663857,52978,586153,26335,2416,25079,329,70597,646238,562741,24045,1425,24917,329,3489,29292,313242,205994,175984,388477,53.03%,45.30%,7.73%,"214,158","169,366","391,348",54.72%,43.28%,11.45%,39.4,9,2,902
Connecticut,CT03,D,Democrat,,South Central Connecticut Planning Region,602.08,58.13,3583.82,180.26,DeLauro,Rosa,3/2/43,F,Rosa DeLauro,0.3936,0.1449,CT03,Connecticut 03,718781,87886,348619,370162,94.2,35236,35342,40987,48464,49817,95682,88082,90570,50212,51252,76211,39328,17598,40.9,657189,61592,467622,100465,1353,31327,208,125939,592842,437788,93199,346,30800,138,5509,25062,308634,191831,143737,342110,56.07%,42.01%,14.06%,"213,122","142,174","359,820",59.23%,39.51%,19.72%,39.3,9,3,903
Connecticut,CT04,D,Democrat,,Western Connecticut Planning Region,602.08,58.14,3833.06,180.27,Himes,Jim,7/5/66,M,Jim Himes,0.5301,0.2473,CT04,Connecticut 04,722755,115865,354292,368463,96.2,40521,43969,48024,50490,43898,83789,95053,98947,52737,48967,66141,33383,16836,40.4,645296,77459,445862,84131,2712,43496,383,161850,560905,408078,77982,615,43044,138,6474,24574,284436,206080,127034,338387,60.90%,37.54%,23.36%,"230,411","120,230","355,456",64.82%,33.82%,31.00%,52.8,9,4,904
Connecticut,CT05,D,Democrat,,Western Connecticut Planning Region,602.08,58.14,3565.84,180.27,Hayes,Jahana,3/8/73,F,Jahana Hayes,0.3794,0.165,CT05,Connecticut 05,722496,88995,353330,369166,95.7,36237,42979,44789,46705,44123,86078,89393,92735,51272,54781,77864,37914,17626,42,640175,82321,486308,62685,1605,29433,503,151921,570575,445536,56303,440,29317,179,6279,32521,311324,179743,160437,345604,52.01%,46.42%,5.59%,"195,160","156,762","357,217",54.63%,43.88%,10.75%,39.3,9,5,905
Delaware,DE00,D,Democrat,"Seaford, DE",Sussex County,602.09,58.13,2987.54,180.26,McBride,Sarah,8/9/90,F,Sarah McBride,0.3446,0.1065,DE00,Delaware 00,1005872,82855,487585,518287,94.1,54545,57739,60944,63661,58541,128346,121101,117511,68145,74084,122790,58874,19591,41.5,928988,76884,621799,220645,3744,41164,403,107829,898043,593548,215204,1504,41015,250,4851,41671,457958,289758,214351,511697,56.63%,41.89%,14.74%,"296,268","200,603","504,010",58.78%,39.80%,18.98%,36.5,10,0,1000
District Of Columbia,DC00,D,Democrat,,,602.09,,2800.57,,Norton,Eleanor,6/13/37,F,Eleanor Norton,,,,District Of Columbia 98,672079,106287,320001,352078,90.9,40916,35464,33210,33530,44553,150272,110537,71949,33129,33018,50006,25636,9859,34.9,615546,56533,262549,290772,2044,27465,378,77760,594319,245760,285926,715,26970,297,4301,30350,356101,,,,,,,,,,,,,31.4,,0,0
Florida,FL01,R,Republican,"Pensacola-Ferry Pass-Brent, FL",Escambia County,602.08,58.13,2844.58,180.27,Patronis,Jimmy,4/13/72,M,Jimmy Patronis,0.3048,0.0812,FL01,Florida 01,781771,75410,393084,388687,101.1,45728,48027,47228,47957,51295,111271,99756,90023,53081,53380,81524,38206,14295,38.9,711852,69919,565041,100200,2873,21339,1287,61957,719814,546114,99299,1401,20620,855,4096,47429,365092,130210,287054,421568,30.89%,68.09%,-37.20%,"139,194","275,547","421,983",32.99%,65.30%,-32.31%,30.3,12,1,1201
